timestamp ba_x ba_y ba_z bg_x bg_y bg_z
1758876645.485473 -0.35399076 -0.00588370 -0.04739042 0.00021740 0.00037349 -0.00005707
1758876645.552148 -0.34193799 -0.00763656 -0.04746529 0.00021820 0.00038053 -0.00004542
1758876645.618822 -0.32723140 -0.00981051 -0.04760921 0.00020746 0.00037838 -0.00003826
1758876645.685496 -0.31223870 -0.01206562 -0.04766649 0.00020748 0.00037478 -0.00004158
1758876645.752170 -0.29661496 -0.01434245 -0.04771023 0.00018528 0.00036412 -0.00004155
1758876645.818844 -0.29239689 -0.01507958 -0.04760067 0.00017631 0.00035273 -0.00004158
1758876645.885518 -0.27682637 -0.01744502 -0.04771838 0.00019050 0.00034062 -0.00005530
1758876645.952194 -0.22813342 -0.02318728 -0.04829668 0.00012464 0.00037232 -0.00005846
1758876646.018870 -0.08141063 -0.03904592 -0.04867593 -0.00013107 0.00060487 -0.00010246
1758876646.085545 -0.21219690 -0.02853506 -0.04428594 -0.00057602 0.00052970 -0.00017389
1758876646.152221 -0.20839149 -0.02992231 -0.04739017 -0.00085566 0.00040672 -0.00021020
1758876646.218896 -0.20550702 -0.03064762 -0.04728224 -0.00088401 0.00039741 -0.00019132
1758876646.285572 -0.18228398 -0.03282592 -0.04732284 -0.00086727 0.00037984 -0.00017253
1758876646.352247 -0.17194857 -0.03339871 -0.04727799 -0.00086117 0.00037751 -0.00017243
1758876646.418922 -0.13580978 -0.03377934 -0.04712117 -0.00084942 0.00038656 -0.00016189
1758876646.485597 -0.12942101 -0.03372227 -0.04682518 -0.00082184 0.00038782 -0.00015607
1758876646.552271 -0.08536975 -0.03206735 -0.04661203 -0.00079378 0.00039819 -0.00015700
1758876646.618945 -0.11745030 -0.03403317 -0.04564109 -0.00075447 0.00033459 -0.00013295
1758876646.685620 -0.11465357 -0.03376504 -0.04646673 -0.00070432 0.00027195 -0.00011217
1758876646.752295 -0.09136860 -0.03118760 -0.04643951 -0.00069413 0.00024897 -0.00009093
1758876646.818969 -0.06289146 -0.02784047 -0.04612548 -0.00060279 0.00024580 -0.00010120
1758876646.885643 -0.09288443 -0.02957627 -0.04560341 -0.00045936 0.00016703 -0.00014668
1758876646.952320 -0.28938852 -0.05597247 -0.04294147 -0.00053051 -0.00016947 -0.00012643
1758876647.018997 -0.08670348 -0.00912698 -0.05036170 -0.00054710 -0.00025300 -0.00003964
1758876647.085675 0.17284993 0.06224516 -0.04601637 -0.00050282 0.00021674 0.00004710
1758876647.152352 0.41084657 0.09589669 -0.03255028 -0.00050758 0.00026190 -0.00000561
1758876647.219029 0.42749305 -0.00781296 -0.02609545 -0.00056109 0.00024174 -0.00005144
1758876647.285707 0.36166229 -0.17814402 -0.02215593 -0.00055751 0.00020773 -0.00013421
1758876647.352384 0.26964536 -0.39290293 -0.01449480 -0.00053418 0.00014882 -0.00019664
1758876647.419060 0.23011904 -0.44577100 -0.01374518 -0.00053252 0.00021676 -0.00022423
1758876647.485737 0.19332283 -0.48692539 -0.01231479 -0.00052302 0.00025157 -0.00027491
1758876647.552413 0.19813142 -0.54772515 -0.00671809 -0.00053250 0.00026299 -0.00027546
1758876647.619090 0.21203450 -0.61464718 0.00046333 -0.00055734 0.00027359 -0.00026077
1758876647.685767 0.22372816 -0.64339138 0.00399113 -0.00057278 0.00026025 -0.00023122
1758876647.752443 0.22726651 -0.64966553 0.00480657 -0.00053397 0.00023411 -0.00021465
1758876647.819120 0.13248968 -0.43504040 -0.02128195 -0.00054313 0.00009384 -0.00019736
1758876647.885795 0.09495697 -0.25952577 -0.03963105 -0.00056048 0.00005290 -0.00018760
1758876647.952471 0.11718020 -0.13660829 -0.04950674 -0.00051926 0.00004756 -0.00017744
1758876648.019146 0.09941199 -0.10408549 -0.05348259 -0.00051771 0.00004644 -0.00019564
1758876648.085821 0.11238728 -0.11123465 -0.05207925 -0.00050667 0.00004110 -0.00019255
1758876648.152496 0.14949848 -0.11120312 -0.05006187 -0.00045608 0.00006449 -0.00019022
1758876648.219171 0.18486751 -0.11435751 -0.04784912 -0.00046066 0.00005419 -0.00019442
1758876648.285845 0.18541496 -0.10191772 -0.04897058 -0.00045578 0.00006857 -0.00020607
1758876648.352519 0.17534638 -0.10729178 -0.04898138 -0.00045654 0.00008636 -0.00022222
1758876648.419194 0.18481306 -0.16700212 -0.04284342 -0.00041400 0.00011249 -0.00020160
1758876648.485868 0.14806695 -0.17606967 -0.04388877 -0.00041088 0.00010573 -0.00020151
1758876648.552542 0.11685958 -0.18364519 -0.04481548 -0.00043027 0.00010923 -0.00019449
1758876648.619216 0.08836125 -0.18423971 -0.04621220 -0.00042479 0.00011431 -0.00019406
1758876648.685890 0.07195563 -0.18829314 -0.04667391 -0.00041193 0.00012506 -0.00019799
1758876648.752563 0.03590284 -0.20282342 -0.04703802 -0.00041399 0.00015028 -0.00019340
1758876648.819237 0.02083923 -0.23002597 -0.04523318 -0.00041401 0.00014024 -0.00018937
1758876648.885911 0.01176530 -0.25155577 -0.04369008 -0.00042064 0.00011250 -0.00017582
1758876648.952586 -0.00727205 -0.25704702 -0.04422386 -0.00042062 0.00010638 -0.00017034
1758876649.019261 -0.00138283 -0.24235036 -0.04520435 -0.00043526 0.00010581 -0.00015015
1758876649.085937 -0.01692470 -0.25769651 -0.04463323 -0.00044539 0.00008715 -0.00015439
1758876649.152611 -0.03322950 -0.26654591 -0.04469178 -0.00043429 0.00008089 -0.00015659
1758876649.219286 -0.04791419 -0.27688775 -0.04448708 -0.00042613 0.00007376 -0.00015523
1758876649.285960 -0.05337059 -0.28398928 -0.04409915 -0.00042078 0.00006323 -0.00015060
1758876649.352635 -0.03746074 -0.26940525 -0.04452503 -0.00043087 0.00006402 -0.00014783
1758876649.419310 -0.02971416 -0.26145963 -0.04481538 -0.00042891 0.00006162 -0.00014306
1758876649.485984 -0.02235577 -0.25615421 -0.04488891 -0.00042792 0.00006206 -0.00013827
1758876649.552658 -0.01946739 -0.25269921 -0.04504246 -0.00043836 0.00006607 -0.00013282
1758876649.619331 -0.01045295 -0.25330339 -0.04446260 -0.00042342 0.00004033 -0.00012323
1758876649.686005 -0.00995940 -0.24728378 -0.04501388 -0.00041568 0.00003502 -0.00012389
